"","subject","trial_num","set_size","rt","accuracy","response","correct_response","mapping","condition","location","color","locations","colors","mean_accuracy4","mean_accuracy8","mean_accuracy_combined","capacity4","capacity8","capacity_combined","trial","exclude_chance","exclude_4","exclude_inattention"
"11",1,10,4,"580","false","k","s","ks","d","l","yellow","b,e,h,l","brown,magenta,green,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,11,FALSE,FALSE,FALSE
"12",1,11,8,"563","true","s","s","ks","d","d","cyan","c,b,e,d,h,i,l,j","orange,green,black,blue,magenta,brown,red,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,12,FALSE,FALSE,FALSE
"13",1,12,8,"544","false","s","k","ks","s","f","orange","c,b,e,f,h,g,k,l","yellow,brown,red,orange,black,magenta,blue,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,13,FALSE,FALSE,FALSE
"14",1,13,4,"727","true","k","k","ks","s","k","red","b,f,g,k","blue,black,green,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,14,FALSE,FALSE,FALSE
"15",1,14,4,"729","true","k","k","ks","s","i","red","b,d,i,k","orange,blue,red,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,15,FALSE,FALSE,FALSE
"16",1,15,4,"633","true","s","s","ks","d","c","yellow","c,d,h,l","blue,green,orange,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,16,FALSE,FALSE,FALSE
"17",1,16,4,"788","true","k","k","ks","s","k","brown","c,f,g,k","green,orange,black,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,17,FALSE,FALSE,FALSE
"18",1,17,8,"673","false","s","k","ks","s","l","blue","c,b,e,d,h,g,l,j","red,magenta,black,yellow,cyan,brown,blue,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,18,FALSE,FALSE,FALSE
"19",1,18,8,"576","true","k","k","ks","s","a","magenta","c,a,e,d,h,i,k,j","red,magenta,cyan,green,black,blue,brown,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,19,FALSE,FALSE,FALSE
"20",1,19,8,"582","false","k","s","ks","d","b","magenta","c,b,f,d,i,h,k,j","cyan,blue,green,yellow,black,orange,brown,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,20,FALSE,FALSE,FALSE
"21",1,20,4,"521","true","s","s","ks","d","h","red","b,f,h,k","blue,black,brown,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,21,FALSE,FALSE,FALSE
"22",1,21,4,"692","true","k","k","ks","s","c","black","c,e,g,j","black,red,yellow,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,22,FALSE,FALSE,FALSE
"23",1,22,8,"510","true","s","s","ks","d","k","brown","b,a,d,f,i,g,k,j","cyan,blue,black,magenta,red,yellow,orange,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,23,FALSE,FALSE,FALSE
"24",1,23,8,"535","false","s","k","ks","s","e","green","c,a,e,f,g,h,k,j","brown,blue,green,cyan,black,orange,magenta,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,24,FALSE,FALSE,FALSE
"25",1,24,8,"369","true","s","s","ks","d","k","red","b,c,d,f,h,g,k,j","blue,magenta,yellow,orange,brown,cyan,green,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,25,FALSE,FALSE,FALSE
"26",1,25,4,"525","true","s","s","ks","d","h","red","a,f,h,k","magenta,black,yellow,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,26,FALSE,FALSE,FALSE
"27",1,26,4,"504","true","k","k","ks","s","a","red","a,d,g,j","red,blue,magenta,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,27,FALSE,FALSE,FALSE
"28",1,27,4,"369","true","s","s","ks","d","c","black","c,d,h,l","cyan,blue,green,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,28,FALSE,FALSE,FALSE
"29",1,28,4,"535","true","s","s","ks","d","l","red","b,e,i,l","green,yellow,cyan,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,29,FALSE,FALSE,FALSE
"30",1,29,4,"556","false","s","k","ks","s","g","orange","a,e,g,k","black,blue,orange,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,30,FALSE,FALSE,FALSE
"31",1,30,8,"583","true","k","k","ks","s","a","magenta","a,b,d,f,i,g,k,j","magenta,yellow,orange,black,red,blue,brown,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,31,FALSE,FALSE,FALSE
"32",1,31,4,"481","true","k","k","ks","s","f","green","c,f,h,k","blue,green,brown,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,32,FALSE,FALSE,FALSE
"33",1,32,8,"634","true","s","s","ks","d","g","orange","a,c,e,f,g,h,l,j","cyan,green,magenta,black,red,blue,brown,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,33,FALSE,FALSE,FALSE
"34",1,33,8,"430","true","k","k","ks","s","f","brown","b,c,e,f,i,h,l,j","yellow,cyan,red,brown,black,blue,magenta,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,34,FALSE,FALSE,FALSE
"35",1,34,8,"459","true","s","s","ks","d","g","red","a,c,d,f,g,h,l,k","brown,yellow,orange,green,magenta,blue,cyan,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,35,FALSE,FALSE,FALSE
"36",1,35,8,"468","true","s","s","ks","d","g","green","b,c,d,f,g,i,k,j","cyan,blue,brown,magenta,black,yellow,red,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,36,FALSE,FALSE,FALSE
"37",1,36,8,"504","true","s","s","ks","d","d","orange","c,b,d,f,g,h,k,j","cyan,blue,brown,black,green,yellow,red,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,37,FALSE,FALSE,FALSE
"38",1,37,8,"433","true","k","k","ks","s","i","yellow","a,c,e,d,g,i,j,l","orange,red,black,brown,green,yellow,cyan,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,38,FALSE,FALSE,FALSE
"39",1,38,8,"1014","false","k","s","ks","d","f","brown","b,a,f,e,h,i,j,l","orange,yellow,green,blue,magenta,red,black,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,39,FALSE,FALSE,FALSE
"40",1,39,8,"544","false","s","k","ks","s","l","magenta","c,a,d,f,i,h,l,k","cyan,black,blue,brown,yellow,red,magenta,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,40,FALSE,FALSE,FALSE
"41",1,40,4,"617","true","k","k","ks","s","l","red","a,e,i,l","cyan,magenta,brown,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,41,FALSE,FALSE,FALSE
"42",1,41,8,"697","true","s","s","ks","d","f","black","b,a,f,e,g,i,l,k","orange,green,yellow,blue,brown,magenta,cyan,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,42,FALSE,FALSE,FALSE
"43",1,42,4,"531","true","s","s","ks","d","c","yellow","c,f,g,k","red,magenta,orange,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,43,FALSE,FALSE,FALSE
"44",1,43,8,"522","false","s","k","ks","s","c","green","c,a,d,f,h,g,l,k","green,brown,cyan,blue,orange,yellow,red,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,44,FALSE,FALSE,FALSE
"45",1,44,8,"634","false","s","k","ks","s","b","blue","b,c,f,d,g,h,l,k","blue,yellow,cyan,orange,green,black,red,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,45,FALSE,FALSE,FALSE
"46",1,45,4,"608","true","s","s","ks","d","e","yellow","c,e,h,j","red,blue,magenta,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,46,FALSE,FALSE,FALSE
"47",1,46,4,"587","true","s","s","ks","d","b","red","b,f,g,j","blue,yellow,brown,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,47,FALSE,FALSE,FALSE
"48",1,47,8,"494","true","s","s","ks","d","b","yellow","c,b,e,d,i,g,k,l","blue,green,brown,red,cyan,orange,black,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,48,FALSE,FALSE,FALSE
"49",1,48,4,"558","true","s","s","ks","d","e","yellow","a,e,h,j","red,blue,magenta,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,49,FALSE,FALSE,FALSE
"50",1,49,8,"563","false","s","k","ks","s","g","orange","b,c,f,e,g,h,j,k","yellow,green,magenta,blue,orange,red,brown,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,50,FALSE,FALSE,FALSE
"51",1,50,4,"590","false","s","k","ks","s","k","magenta","a,e,i,k","blue,yellow,green,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,51,FALSE,FALSE,FALSE
"52",1,51,4,"445","true","k","k","ks","s","e","cyan","b,e,g,j","blue,cyan,orange,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,52,FALSE,FALSE,FALSE
"53",1,52,8,"704","false","s","k","ks","s","i","magenta","b,a,f,d,i,g,j,k","yellow,blue,red,brown,magenta,cyan,orange,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,53,FALSE,FALSE,FALSE
"54",1,53,4,"507","true","s","s","ks","d","j","yellow","c,e,g,j","magenta,green,black,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,54,FALSE,FALSE,FALSE
"55",1,54,4,"554","true","k","k","ks","s","g","yellow","c,e,g,j","orange,cyan,yellow,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,55,FALSE,FALSE,FALSE
"56",1,55,8,"536","true","s","s","ks","d","d","green","b,c,e,d,h,i,k,j","orange,yellow,cyan,brown,blue,red,black,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,56,FALSE,FALSE,FALSE
"57",1,56,8,"691","true","k","k","ks","s","e","black","a,c,e,f,g,i,l,j","orange,green,black,brown,magenta,red,blue,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,57,FALSE,FALSE,FALSE
"58",1,57,4,"456","true","s","s","ks","d","b","orange","b,f,g,j","cyan,magenta,brown,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,58,FALSE,FALSE,FALSE
"59",1,58,8,"486","true","k","k","ks","s","e","black","c,b,d,e,h,g,l,j","orange,magenta,green,black,cyan,brown,yellow,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,59,FALSE,FALSE,FALSE
"60",1,59,4,"546","true","s","s","ks","d","d","blue","c,d,g,l","green,black,yellow,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,60,FALSE,FALSE,FALSE
"61",1,60,4,"475","true","s","s","ks","d","e","blue","c,e,g,k","magenta,yellow,orange,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,61,FALSE,FALSE,FALSE
"62",1,61,8,"427","false","s","k","ks","s","j","green","b,c,d,e,h,g,l,j","cyan,black,brown,red,yellow,magenta,blue,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,62,FALSE,FALSE,FALSE
"63",1,62,4,"561","true","k","k","ks","s","k","black","a,d,h,k","red,orange,green,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,63,FALSE,FALSE,FALSE
"64",1,63,4,"399","true","k","k","ks","s","f","black","a,f,i,l","brown,black,cyan,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,64,FALSE,FALSE,FALSE
"65",1,64,4,"376","true","k","k","ks","s","e","magenta","a,e,i,k","cyan,magenta,green,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,65,FALSE,FALSE,FALSE
"66",1,65,4,"403","true","k","k","ks","s","b","magenta","b,d,i,k","magenta,cyan,yellow,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,66,FALSE,FALSE,FALSE
"67",1,66,8,"351","true","s","s","ks","d","l","black","b,a,d,f,i,h,j,l","red,yellow,green,blue,magenta,brown,orange,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,67,FALSE,FALSE,FALSE
"68",1,67,4,"338","false","s","k","ks","s","l","orange","b,e,h,l","black,brown,magenta,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,68,FALSE,FALSE,FALSE
"69",1,68,8,"478","true","s","s","ks","d","e","red","c,a,e,f,i,g,l,k","brown,green,black,orange,yellow,cyan,blue,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,69,FALSE,FALSE,FALSE
"70",1,69,4,"522","true","s","s","ks","d","f","black","a,f,g,j","blue,yellow,cyan,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,70,FALSE,FALSE,FALSE
"71",1,70,8,"812","true","k","k","ks","s","d","brown","c,b,d,e,g,i,k,l","red,blue,brown,orange,yellow,cyan,green,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,71,FALSE,FALSE,FALSE
"72",1,71,8,"439","false","s","k","ks","s","k","cyan","a,c,d,f,i,h,j,k","red,yellow,black,green,brown,orange,magenta,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,72,FALSE,FALSE,FALSE
"73",1,72,8,"521","true","s","s","ks","d","e","orange","b,a,e,f,h,g,j,k","magenta,red,brown,green,black,blue,yellow,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,73,FALSE,FALSE,FALSE
"74",1,73,8,"686","false","k","s","ks","d","b","orange","a,b,e,f,h,i,l,j","green,black,red,magenta,yellow,brown,blue,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,74,FALSE,FALSE,FALSE
"75",1,74,8,"593","true","k","k","ks","s","d","cyan","b,a,d,f,i,g,l,k","magenta,brown,cyan,orange,blue,yellow,red,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,75,FALSE,FALSE,FALSE
"76",1,75,4,"696","true","k","k","ks","s","b","red","b,e,g,j","red,orange,cyan,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,76,FALSE,FALSE,FALSE
"77",1,76,4,"598","true","s","s","ks","d","b","red","b,d,h,l","black,green,cyan,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,77,FALSE,FALSE,FALSE
"78",1,77,8,"498","true","k","k","ks","s","b","red","c,b,d,f,i,g,l,k","black,red,green,brown,orange,cyan,magenta,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,78,FALSE,FALSE,FALSE
"79",1,78,4,"786","true","k","k","ks","s","b","brown","b,d,g,j","brown,magenta,blue,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,79,FALSE,FALSE,FALSE
"80",1,79,4,"494","true","s","s","ks","d","b","blue","b,d,h,k","yellow,green,magenta,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,80,FALSE,FALSE,FALSE
"81",1,80,8,"653","true","k","k","ks","s","f","brown","a,b,f,d,g,i,k,l","black,magenta,brown,blue,red,orange,cyan,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,81,FALSE,FALSE,FALSE
"82",1,81,8,"596","false","s","k","ks","s","j","black","a,c,e,f,h,i,j,l","blue,magenta,yellow,cyan,green,red,black,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,82,FALSE,FALSE,FALSE
"83",1,82,8,"515","false","k","s","ks","d","k","magenta","a,c,e,f,g,i,k,l","yellow,green,red,blue,brown,black,orange,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,83,FALSE,FALSE,FALSE
"84",1,83,8,"639","true","s","s","ks","d","d","brown","a,b,d,f,h,g,k,j","black,blue,orange,magenta,green,red,cyan,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,84,FALSE,FALSE,FALSE
"85",1,84,8,"685","true","k","k","ks","s","f","black","b,a,f,d,i,h,k,l","green,cyan,black,orange,brown,yellow,blue,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,85,FALSE,FALSE,FALSE
"86",1,85,8,"582","true","s","s","ks","d","i","black","b,a,f,d,h,i,k,l","green,brown,red,cyan,yellow,blue,orange,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,86,FALSE,FALSE,FALSE
"87",1,86,4,"495","true","s","s","ks","d","b","red","b,d,h,j","brown,cyan,black,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,87,FALSE,FALSE,FALSE
"88",1,87,4,"534","false","s","k","ks","s","d","yellow","b,d,g,k","black,yellow,brown,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,88,FALSE,FALSE,FALSE
"89",1,88,8,"436","true","s","s","ks","d","g","brown","c,b,e,f,g,h,k,l","cyan,yellow,black,green,blue,magenta,red,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,89,FALSE,FALSE,FALSE
"90",1,89,4,"503","false","s","k","ks","s","k","yellow","c,d,i,k","green,blue,red,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,90,FALSE,FALSE,FALSE
"91",1,90,8,"566","true","s","s","ks","d","j","blue","c,a,e,d,h,i,l,j","magenta,cyan,brown,green,orange,yellow,red,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,91,FALSE,FALSE,FALSE
"92",1,91,8,"743","false","k","s","ks","d","f","brown","b,a,e,f,i,h,k,j","black,cyan,green,red,yellow,blue,orange,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,92,FALSE,FALSE,FALSE
"93",1,92,8,"500","true","s","s","ks","d","i","green","a,c,f,e,h,i,j,l","blue,black,orange,red,yellow,magenta,cyan,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,93,FALSE,FALSE,FALSE
"94",1,93,8,"472","true","s","s","ks","d","j","orange","c,a,e,f,i,h,j,k","yellow,cyan,red,green,brown,magenta,blue,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,94,FALSE,FALSE,FALSE
"95",1,94,8,"588","false","s","k","ks","s","d","cyan","c,b,f,d,i,h,j,l","magenta,green,yellow,cyan,black,blue,red,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,95,FALSE,FALSE,FALSE
"96",1,95,4,"614","true","k","k","ks","s","c","black","c,d,i,l","black,yellow,orange,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,96,FALSE,FALSE,FALSE
"97",1,96,4,"549","false","k","s","ks","d","a","red","a,e,g,k","orange,green,cyan,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,97,FALSE,FALSE,FALSE
"98",1,97,4,"481","true","s","s","ks","d","l","green","c,e,i,l","orange,black,brown,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,98,FALSE,FALSE,FALSE
"99",1,98,8,"700","true","s","s","ks","d","b","green","b,a,d,f,i,g,j,l","yellow,brown,magenta,red,blue,orange,cyan,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,99,FALSE,FALSE,FALSE
"100",1,99,4,"567","false","s","k","ks","s","i","magenta","c,e,i,j","blue,yellow,magenta,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,100,FALSE,FALSE,FALSE
"101",1,100,4,"579","true","s","s","ks","d","i","brown","c,f,i,k","red,yellow,blue,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,101,FALSE,FALSE,FALSE
"102",1,101,4,"581","true","k","k","ks","s","g","cyan","a,f,g,k","blue,red,cyan,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,102,FALSE,FALSE,FALSE
"103",1,102,8,"524","true","s","s","ks","d","l","orange","a,c,d,e,h,i,l,k","black,cyan,magenta,yellow,blue,red,green,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,103,FALSE,FALSE,FALSE
"104",1,103,4,"492","true","s","s","ks","d","f","magenta","b,f,h,j","black,brown,orange,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,104,FALSE,FALSE,FALSE
"105",1,104,8,"422","false","k","s","ks","d","h","blue","b,c,f,d,g,h,k,l","black,cyan,green,orange,red,magenta,yellow,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,105,FALSE,FALSE,FALSE
"106",1,105,4,"648","true","k","k","ks","s","d","blue","a,d,g,k","brown,blue,yellow,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,106,FALSE,FALSE,FALSE
"107",1,106,8,"514","true","s","s","ks","d","j","red","a,c,f,d,g,h,j,k","orange,cyan,green,brown,magenta,blue,yellow,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,107,FALSE,FALSE,FALSE
"108",1,107,4,"859","true","k","k","ks","s","d","magenta","b,d,g,l","brown,magenta,blue,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,108,FALSE,FALSE,FALSE
"109",1,108,4,"920","true","s","s","ks","d","h","black","b,d,h,k","cyan,red,magenta,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,109,FALSE,FALSE,FALSE
"110",1,109,4,"856","false","s","k","ks","s","k","magenta","b,e,g,k","orange,black,green,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,110,FALSE,FALSE,FALSE
"111",1,110,8,"1037","false","k","s","ks","d","j","green","b,a,f,e,h,g,j,l","orange,brown,red,yellow,black,blue,cyan,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,111,FALSE,FALSE,FALSE
